Brand,Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP
HTC,190.0,,8,1230.0,5.0
HTC,120.0,,8,1230.0,5.0
HTC,120.0,,2,1500.0,5.0
HTC,230.0,,4,1400.0,8.0
HTC,120.0,,4,1230.0,8.0
HTC,220.0,1.0,32,4000.0,5.0
HTC,110.0,1.0,16,4000.0,5.0
HTC,300.0,1.0,16,4000.0,5.0
HTC,140.0,,8,1520.0,5.0
HTC,140.0,,16,1600.0,8.0
HTC,280.0,1.0,32,7300.0,8.0
HTC,140.0,,4,1730.0,8.0
HTC,120.0,,4,1600.0,5.0
HTC,160.0,,4,1520.0,5.0
HTC,140.0,,4,1600.0,5.0
HTC,230.0,1.0,16,1620.0,8.0
HTC,180.0,1.0,16,1730.0,8.0
HTC,170.0,,16,1600.0,8.0
HTC,140.0,,4,1520.0,5.0
HTC,160.0,1.0,16,1620.0,8.0
HTC,160.0,1.0,16,1620.0,8.0
HTC,200.0,,16,1730.0,16.0
HTC,200.0,1.0,16,1620.0,8.0
HTC,160.0,1.0,16,1620.0,8.0
HTC,130.0,,4,1500.0,5.0
HTC,220.0,1.0,16,1650.0,8.0
HTC,180.0,1.0,16,1650.0,8.0
HTC,180.0,1.0,32,1800.0,8.0
HTC,190.0,1.0,16,1800.0,8.0
HTC,170.0,1.0,32,1800.0,8.0
HTC,200.0,1.0,16,2000.0,8.0
HTC,180.0,1.0,16,2000.0,8.0
HTC,270.0,1.0,8,1700.0,8.0
HTC,220.0,1.0,16,1810.0,8.0
HTC,120.0,,4,1230.0,5.0
HTC,160.0,,4,1650.0,5.0
HTC,150.0,,4,1650.0,5.0
HTC,180.0,,4,1650.0,5.0
HTC,200.0,,4,1650.0,5.0
HTC,190.0,,4,1650.0,5.0
HTC,200.0,1.0,16,2000.0,5.0
HTC,290.0,1.0,8,1860.0,8.0
HTC,100.0,,4,1230.0,5.0
HTC,300.0,2.0,16,3200.0,4.0
HTC,170.0,1.0,8,1800.0,8.0
HTC,240.0,1.0,16,1800.0,4.0
HTC,180.0,1.0,4,1800.0,8.0
HTC,230.0,1.0,8,2100.0,5.0
HTC,160.0,,4,1650.0,5.0
HTC,370.0,2.0,16,3300.0,4.0
HTC,240.0,1.0,8,2100.0,8.0
HTC,270.0,1.0,4,2100.0,5.0
HTC,250.0,1.0,8,2100.0,8.0
HTC,220.0,1.0,8,2100.0,8.0
HTC,190.0,1.0,8,2100.0,8.0
HTC,200.0,1.0,8,2040.0,8.0
HTC,250.0,5.0,8,2600.0,13.0
HTC,250.0,5.0,8,2600.0,13.0
HTC,150.0,1.0,4,2000.0,5.0
HTC,140.0,,4,2000.0,5.0
HTC,250.0,2.0,16,2600.0,4.0
HTC,250.0,2.0,32,2600.0,4.0
HTC,100.0,,4,1300.0,5.0
HTC,180.0,1.0,4,2000.0,8.0
HTC,250.0,1.0,16,2110.0,13.0
HTC,420.0,2.0,16,2600.0,13.0
HTC,160.0,1.0,4,1950.0,5.0
HTC,300.0,2.0,16,2600.0,4.0
HTC,280.0,5.0,16,2100.0,13.0
HTC,250.0,2.0,16,2700.0,13.0
HTC,300.0,2.0,32,2600.0,4.0
HTC,180.0,1.0,16,2000.0,13.0
HTC,250.0,1.0,8,2000.0,13.0
HTC,370.0,2.0,16,2600.0,13.0
HTC,360.0,3.0,32,2840.0,20.0
HTC,320.0,2.0,16,2800.0,13.0
HTC,320.0,3.0,32,2800.0,20.0
HTC,330.0,2.0,16,2840.0,13.0
HTC,300.0,3.0,32,2840.0,20.0
HTC,130.0,1.0,8,2000.0,8.0
HTC,180.0,1.0,16,2600.0,13.0
HTC,340.0,3.0,32,2840.0,20.0
HTC,110.0,5.0,8,2000.0,8.0
HTC,190.0,1.0,8,2000.0,8.0
HTC,300.0,2.0,16,2150.0,13.0
HTC,480.0,3.0,32,2840.0,21.0
HTC,300.0,3.0,32,2700.0,2.0
HTC,310.0,2.0,16,2600.0,13.0
HTC,240.0,5.0,16,2800.0,13.0
HTC,130.0,2.0,16,2800.0,13.0
HTC,270.0,2.0,16,2840.0,13.0
HTC,300.0,3.0,32,3000.0,13.0
HTC,70.0,5.0,8,2000.0,5.0
HTC,170.0,5.0,16,2200.0,8.0
HTC,190.0,2.0,16,2200.0,13.0
HTC,240.0,2.0,16,2700.0,13.0
HTC,300.0,4.0,32,3000.0,12.0
HTC,250.0,3.0,32,3000.0,12.0
HTC,210.0,2.0,16,2840.0,13.0
HTC,200.0,3.0,32,2800.0,13.0
HTC,250.0,2.0,16,2840.0,13.0
HTC,200.0,3.0,32,2200.0,13.0
HTC,220.0,3.0,32,2800.0,13.0
HTC,230.0,4.0,64,3600.0,16.0
HTC,0.0,6.0,128,3500.0,12.0
HTC,200.0,3.0,32,3075.0,13.0
HTC,280.0,4.0,64,3850.0,13.0
HTC,420.0,6.0,128,3930.0,12.0
HTC,150.0,3.0,32,3300.0,12.0
HTC,220.0,4.0,64,3075.0,13.0
HTC,180.0,3.0,32,3850.0,13.0
HTC,660.0,6.0,128,5000.0,48.0
HTC,120.0,2.0,32,3000.0,13.0
HTC,90.0,3.0,32,3000.0,13.0
HTC,120.0,3.0,32,3000.0,16.0
HTC,100.0,4.0,64,4000.0,16.0
HTC,80.0,2.0,16,3000.0,8.0
HTC,250.0,6.0,128,5000.0,48.0
HTC,350.0,8.0,128,5000.0,48.0
HTC,130.0,4.0,64,4000.0,13.0
HTC,160.0,4.0,64,4600.0,13.0
HTC,460.0,8.0,128,4520.0,64.0
HTC,130.0,2.0,32,5150.0,13.0
HTC,300.0,8.0,128,7000.0,16.0
HTC,170.0,8.0,128,8000.0,20.0
HTC,140.0,4.0,64,6000.0,5.0
HTC,190.0,4.0,64,6000.0,5.0
Huawei,680.0,12.0,256,4400.0,50.0
Huawei,570.0,12.0,256,10100.0,13.0
Huawei,370.0,8.0,256,10100.0,13.0
Huawei,850.0,8.0,256,10100.0,13.0
Huawei,350.0,12.0,256,5000.0,50.0
Huawei,680.0,12.0,256,10100.0,50.0
Huawei,2000.0,12.0,256,5200.0,50.0
Huawei,720.0,12.0,256,5300.0,50.0
Huawei,860.0,12.0,256,5500.0,50.0
Huawei,1120.0,16.0,512,5700.0,50.0
Huawei,1580.0,16.0,512,5700.0,50.0
Huawei,280.0,6.0,128,7000.0,50.0
Huawei,500.0,8.0,128,8300.0,13.0
Huawei,290.0,6.0,128,7700.0,13.0
Huawei,750.0,12.0,256,4750.0,50.0
Huawei,890.0,12.0,256,5000.0,50.0
Huawei,1550.0,16.0,512,5000.0,48.0
Huawei,1000.0,12.0,256,10100.0,13.0
Huawei,260.0,8.0,256,4500.0,108.0
Huawei,540.0,8.0,128,8300.0,13.0
Huawei,160.0,8.0,128,6000.0,50.0
Huawei,320.0,8.0,256,4500.0,50.0
Huawei,510.0,12.0,256,4600.0,50.0
Huawei,150.0,4.0,64,5000.0,13.0
Huawei,290.0,8.0,128,3800.0,64.0
Huawei,130.0,4.0,64,5000.0,13.0
Huawei,870.0,8.0,256,4000.0,40.0
Huawei,380.0,8.0,256,4600.0,50.0
Huawei,580.0,8.0,128,4100.0,50.0
Huawei,370.0,8.0,128,4000.0,108.0
Huawei,190.0,3.0,32,5100.0,5.0
Huawei,2000.0,8.0,256,4600.0,50.0
Huawei,350.0,4.0,64,7250.0,8.0
Huawei,160.0,4.0,128,5000.0,50.0
Huawei,500.0,6.0,128,4000.0,50.0
Huawei,730.0,8.0,128,4500.0,50.0
Huawei,500.0,8.0,128,8300.0,13.0
Huawei,820.0,6.0,128,4200.0,40.0
Huawei,190.0,6.0,128,4000.0,64.0
Huawei,240.0,4.0,128,4000.0,48.0
Huawei,260.0,4.0,128,4000.0,48.0
Huawei,220.0,6.0,64,4000.0,48.0
Huawei,250.0,6.0,128,4000.0,48.0
Huawei,200.0,4.0,64,5100.0,5.0
Huawei,200.0,2.0,16,5100.0,5.0
Huawei,300.0,6.0,64,7500.0,13.0
Huawei,210.0,4.0,64,5000.0,13.0
Huawei,280.0,6.0,128,4200.0,48.0
Huawei,200.0,6.0,128,4200.0,64.0
Huawei,400.0,6.0,128,7250.0,8.0
Huawei,230.0,4.0,64,5000.0,48.0
Huawei,160.0,4.0,64,5000.0,48.0
Huawei,290.0,8.0,128,4000.0,64.0
Huawei,280.0,4.0,64,4000.0,16.0
Huawei,280.0,4.0,64,4000.0,16.0
Huawei,220.0,4.0,64,4000.0,16.0
Huawei,260.0,6.0,128,4000.0,24.0
Huawei,360.0,8.0,128,3500.0,48.0
Huawei,390.0,8.0,128,3500.0,48.0
Huawei,260.0,4.0,64,6100.0,13.0
Huawei,350.0,6.0,128,6100.0,13.0
Huawei,300.0,4.0,64,7500.0,13.0
Huawei,340.0,6.0,128,3750.0,48.0
Huawei,190.0,4.0,128,4000.0,48.0
Huawei,290.0,6.0,128,4000.0,48.0
Huawei,550.0,6.0,128,4200.0,40.0
Huawei,650.0,6.0,128,4200.0,40.0
Huawei,1290.0,8.0,128,4500.0,40.0
Huawei,1440.0,8.0,128,4500.0,40.0
Huawei,200.0,4.0,64,3340.0,16.0
Huawei,170.0,3.0,32,3000.0,13.0
Huawei,290.0,4.0,32,5100.0,13.0
Huawei,290.0,4.0,32,7500.0,13.0
Huawei,390.0,4.0,64,7500.0,13.0
Huawei,220.0,3.0,32,4000.0,16.0
Huawei,150.0,2.0,16,3000.0,13.0
Huawei,170.0,3.0,32,3000.0,13.0
Huawei,150.0,3.0,32,3000.0,13.0
Huawei,240.0,3.0,32,3000.0,16.0
Huawei,330.0,4.0,64,3400.0,12.0
Huawei,410.0,6.0,64,4000.0,40.0
Huawei,1300.0,6.0,256,4000.0,40.0
Huawei,150.0,2.0,16,3000.0,13.0
Huawei,140.0,2.0,16,3000.0,13.0
Huawei,90.0,1.0,8,2280.0,8.0
Huawei,200.0,3.0,32,3000.0,13.0
Huawei,300.0,3.0,32,4000.0,16.0
Huawei,200.0,2.0,16,2200.0,13.0
Huawei,250.0,2.0,16,6660.0,13.0
Huawei,340.0,3.0,32,3000.0,12.0
Huawei,430.0,4.0,32,3400.0,12.0
Huawei,210.0,2.0,16,3000.0,13.0
Huawei,110.0,1.0,8,2200.0,8.0
Huawei,80.0,1.0,8,2100.0,5.0
Huawei,200.0,3.0,16,4360.0,13.0
Huawei,100.0,2.0,16,4100.0,5.0
Huawei,280.0,3.0,32,3340.0,16.0
Huawei,150.0,1.0,8,4100.0,2.0
Huawei,230.0,2.0,16,4360.0,13.0
Huawei,240.0,2.0,16,6660.0,8.0
Huawei,200.0,3.0,32,3020.0,12.0
Huawei,100.0,,4,1350.0,2.0
Huawei,330.0,2.0,16,4050.0,13.0
Huawei,300.0,2.0,16,2000.0,8.0
Huawei,160.0,1.0,4,4100.0,15.0
Huawei,100.0,,4,1750.0,5.0
Huawei,350.0,2.0,16,5000.0,13.0
Huawei,300.0,1.0,8,4800.0,5.0
Huawei,250.0,1.0,4,2000.0,8.0
Huawei,240.0,1.0,8,2000.0,8.0
Huawei,350.0,1.0,8,6600.0,15.0
Huawei,100.0,,4,2100.0,5.0
Huawei,270.0,1.0,4,2300.0,5.0
Huawei,180.0,1.0,8,2000.0,8.0
Huawei,250.0,2.0,16,2500.0,13.0
Huawei,330.0,2.0,8,6600.0,8.0
Huawei,50.0,,1,1000.0,2.0
Huawei,170.0,1.0,4,1670.0,8.0
Huawei,230.0,1.0,4,2600.0,8.0
Huawei,130.0,,4,1500.0,5.0
Huawei,110.0,,4,1550.0,5.0
Huawei,70.0,,8,2200.0,2.0
Huawei,70.0,,1,1000.0,15.0
Huawei,400.0,6.0,128,4000.0,48.0
Huawei,100.0,,2,1500.0,5.0
Huawei,90.0,,2,1400.0,5.0
Huawei,160.0,,8,3250.0,15.0
Huawei,80.0,,1,1000.0,15.0
Huawei,70.0,,2,1500.0,5.0
Huawei,80.0,,2,1400.0,5.0
Huawei,160.0,1.0,8,4100.0,5.0
Huawei,150.0,1.0,8,4100.0,5.0
Huawei,110.0,,4,1900.0,8.0
Huawei,260.0,1.0,4,1800.0,8.0
Huawei,290.0,1.0,8,1800.0,8.0
Huawei,260.0,1.0,8,2600.0,8.0
Huawei,210.0,1.0,8,1800.0,8.0
Huawei,350.0,1.0,8,2600.0,8.0
Huawei,150.0,1.0,8,4100.0,15.0
Huawei,110.0,,4,1500.0,5.0
Huawei,100.0,,4,1930.0,8.0
Huawei,50.0,,4,1400.0,15.0
Huawei,150.0,1.0,4,2000.0,8.0
Huawei,250.0,1.0,8,6600.0,15.0
Huawei,110.0,,4,1400.0,15.0
Huawei,200.0,1.0,4,1930.0,5.0
Huawei,100.0,,4,1700.0,5.0
Huawei,310.0,2.0,32,3000.0,13.0
Huawei,230.0,2.0,8,4050.0,8.0
Huawei,160.0,,4,1950.0,5.0
Huawei,180.0,1.0,4,1500.0,5.0
Huawei,170.0,,4,1730.0,5.0
Huawei,260.0,1.0,4,1950.0,5.0
Huawei,250.0,1.0,8,2150.0,8.0
Huawei,210.0,1.0,16,2420.0,13.0
Huawei,120.0,1.0,4,1650.0,5.0
Huawei,90.0,,4,1730.0,5.0
Huawei,230.0,2.0,8,2000.0,8.0
Huawei,180.0,1.0,8,4100.0,15.0
Huawei,150.0,1.0,8,4100.0,15.0
Huawei,160.0,1.0,4,1700.0,5.0
Huawei,150.0,1.0,4,2150.0,5.0
Huawei,190.0,2.0,8,2150.0,8.0
Huawei,150.0,,8,1700.0,5.0
Huawei,110.0,,4,1730.0,15.0
Huawei,250.0,1.0,8,2400.0,8.0
Huawei,70.0,,4,1500.0,15.0
Huawei,170.0,1.0,4,2000.0,8.0
Huawei,110.0,1.0,8,2000.0,5.0
Huawei,340.0,2.0,16,4100.0,13.0
Huawei,260.0,2.0,16,3000.0,13.0
Huawei,130.0,1.0,4,2000.0,5.0
Huawei,180.0,1.0,8,2000.0,8.0
Huawei,100.0,1.0,8,4100.0,2.0
Huawei,150.0,1.0,8,4800.0,5.0
Huawei,180.0,1.0,8,4800.0,5.0
Huawei,500.0,3.0,64,4100.0,13.0
Huawei,200.0,1.0,8,3500.0,8.0
Huawei,130.0,,4,1350.0,2.0
Huawei,80.0,,4,1750.0,5.0
Huawei,110.0,1.0,4,1950.0,5.0
Huawei,90.0,,4,1730.0,5.0
Huawei,140.0,1.0,4,2000.0,5.0
Huawei,370.0,2.0,16,5000.0,13.0
Huawei,170.0,1.0,8,2200.0,5.0
Huawei,230.0,3.0,16,2680.0,13.0
Huawei,400.0,3.0,64,4360.0,13.0
Huawei,170.0,2.0,16,2200.0,13.0
Huawei,180.0,2.0,16,2200.0,13.0
Huawei,130.0,1.0,4,2000.0,8.0
Huawei,110.0,1.0,8,2000.0,5.0
Huawei,250.0,2.0,16,4800.0,8.0
Huawei,330.0,2.0,16,3000.0,13.0
Huawei,90.0,1.0,8,2200.0,8.0
Huawei,350.0,3.0,32,2700.0,13.0
Huawei,300.0,3.0,32,3450.0,3.0
Huawei,190.0,2.0,16,4000.0,13.0
Huawei,250.0,3.0,32,3340.0,16.0
Huawei,280.0,4.0,32,5100.0,8.0
Huawei,200.0,3.0,16,4100.0,13.0
Huawei,320.0,4.0,32,4000.0,12.0
Huawei,920.0,6.0,256,4000.0,12.0
Huawei,400.0,4.0,64,4000.0,12.0
Huawei,250.0,2.0,16,3020.0,13.0
Huawei,170.0,3.0,16,3000.0,12.0
Huawei,230.0,3.0,32,3000.0,12.0
Huawei,280.0,4.0,32,3200.0,12.0
Huawei,240.0,4.0,64,3750.0,12.0
Huawei,90.0,1.0,8,2200.0,8.0
Huawei,120.0,2.0,16,3000.0,8.0
Huawei,140.0,2.0,16,3000.0,13.0
Huawei,160.0,2.0,16,4000.0,12.0
Huawei,100.0,1.0,8,3100.0,2.0
Huawei,160.0,2.0,16,4800.0,5.0
Huawei,130.0,2.0,16,2200.0,13.0
Huawei,250.0,4.0,64,2950.0,8.0
Huawei,300.0,4.0,64,3340.0,8.0
Huawei,250.0,4.0,16,6660.0,8.0
Huawei,180.0,1.0,16,4800.0,5.0
Huawei,270.0,4.0,16,4800.0,8.0
Huawei,180.0,3.0,32,4000.0,12.0
Huawei,150.0,2.0,16,3020.0,13.0
Huawei,190.0,4.0,64,3340.0,16.0
Huawei,230.0,4.0,64,4000.0,12.0
Huawei,450.0,4.0,64,4000.0,12.0
Huawei,600.0,6.0,256,4000.0,12.0
Huawei,100.0,1.0,16,3020.0,13.0
Huawei,350.0,6.0,64,3750.0,16.0
Huawei,220.0,4.0,64,3340.0,16.0
Huawei,260.0,3.0,64,3400.0,24.0
Huawei,230.0,4.0,64,3750.0,20.0
Huawei,180.0,3.0,64,4000.0,13.0
Huawei,200.0,3.0,32,7500.0,8.0
Huawei,170.0,2.0,16,5100.0,5.0
Huawei,460.0,6.0,64,4000.0,12.0
Huawei,800.0,6.0,128,4200.0,40.0
Huawei,580.0,6.0,128,5000.0,40.0
Huawei,1200.0,8.0,256,4200.0,40.0
Huawei,130.0,3.0,32,4000.0,13.0
Huawei,200.0,3.0,32,3400.0,13.0
Huawei,400.0,6.0,128,3750.0,48.0
Huawei,100.0,1.0,16,3020.0,8.0
Huawei,200.0,3.0,32,4000.0,13.0
Huawei,200.0,3.0,32,4000.0,13.0
Huawei,180.0,3.0,32,4000.0,13.0
Huawei,130.0,2.0,32,3020.0,13.0
Huawei,120.0,3.0,32,3020.0,13.0
Huawei,160.0,3.0,32,5100.0,13.0
Huawei,280.0,4.0,128,5000.0,16.0
Huawei,200.0,4.0,64,3400.0,24.0
Huawei,120.0,3.0,32,3020.0,13.0
Huawei,130.0,2.0,16,3020.0,13.0
Huawei,270.0,4.0,128,3340.0,24.0
Huawei,420.0,4.0,64,3340.0,48.0
Huawei,670.0,6.0,128,4200.0,40.0
Huawei,760.0,6.0,128,4200.0,40.0
Huawei,1700.0,12.0,512,4500.0,40.0
Huawei,150.0,4.0,64,4000.0,48.0
Huawei,200.0,6.0,64,4000.0,48.0
Huawei,200.0,6.0,64,4000.0,48.0
Huawei,220.0,6.0,128,4000.0,48.0
Huawei,2150.0,8.0,512,4500.0,40.0
Huawei,450.0,6.0,128,7250.0,13.0
Huawei,280.0,8.0,128,4200.0,48.0
Huawei,290.0,6.0,128,4000.0,48.0
Huawei,160.0,3.0,32,3020.0,13.0
Huawei,240.0,8.0,128,4200.0,48.0
Huawei,140.0,4.0,64,4000.0,48.0
Huawei,360.0,6.0,128,3340.0,48.0
Huawei,1950.0,8.0,512,4500.0,40.0
Huawei,550.0,6.0,128,7250.0,13.0
Huawei,170.0,6.0,128,4200.0,48.0
Huawei,150.0,4.0,64,4000.0,48.0
Huawei,520.0,6.0,128,3800.0,50.0
Huawei,1000.0,8.0,256,4200.0,50.0
Huawei,120.0,4.0,64,5000.0,13.0
Huawei,250.0,3.0,32,7250.0,8.0
Huawei,320.0,6.0,128,4000.0,64.0
Huawei,390.0,8.0,128,4000.0,64.0
Huawei,480.0,8.0,128,4000.0,64.0
Huawei,200.0,4.0,128,3400.0,13.0
Huawei,110.0,2.0,32,3020.0,8.0
Huawei,160.0,3.0,32,5000.0,13.0
Huawei,140.0,4.0,64,4000.0,48.0
Huawei,100.0,2.0,16,5100.0,5.0
Huawei,680.0,8.0,128,4500.0,40.0
Huawei,630.0,8.0,128,4200.0,50.0
Huawei,790.0,8.0,128,4400.0,50.0
Huawei,1400.0,8.0,256,4400.0,50.0
Huawei,1400.0,8.0,256,4400.0,50.0
Huawei,330.0,8.0,128,3800.0,64.0
Huawei,160.0,4.0,128,5000.0,13.0
Huawei,410.0,8.0,128,3800.0,64.0
Huawei,600.0,8.0,128,4000.0,64.0
Huawei,2300.0,8.0,256,4500.0,50.0
Huawei,500.0,4.0,128,3800.0,50.0
Huawei,600.0,8.0,128,4200.0,64.0
Huawei,150.0,2.0,16,5100.0,5.0
Huawei,400.0,6.0,64,7250.0,13.0
Huawei,500.0,6.0,128,7250.0,13.0
Huawei,800.0,8.0,128,50.0,13.0
Huawei,2290.0,8.0,256,4500.0,50.0
Huawei,550.0,8.0,128,4200.0,64.0
Huawei,800.0,8.0,128,4400.0,50.0
Huawei,200.0,6.0,128,4300.0,64.0
Huawei,250.0,8.0,128,4000.0,48.0
Huawei,700.0,8.0,128,4100.0,50.0
Huawei,420.0,8.0,128,3800.0,64.0
Huawei,460.0,8.0,128,4000.0,50.0
Huawei,260.0,8.0,128,4000.0,64.0
Huawei,720.0,8.0,128,4460.0,50.0
Huawei,580.0,8.0,128,4460.0,50.0
Huawei,1880.0,12.0,512,4700.0,50.0
Huawei,170.0,6.0,128,4500.0,108.0
Huawei,140.0,4.0,64,5000.0,50.0
Huawei,830.0,8.0,128,4000.0,40.0
Huawei,150.0,6.0,128,5000.0,50.0
Huawei,230.0,8.0,128,4000.0,108.0
Huawei,300.0,6.0,128,7250.0,13.0
Huawei,170.0,8.0,128,6000.0,48.0
Huawei,200.0,8.0,128,5000.0,50.0
Huawei,1200.0,12.0,512,5100.0,48.0
Huawei,600.0,8.0,128,4815.0,48.0
Huawei,4650.0,12.0,256,4800.0,50.0
Huawei,310.0,8.0,128,4500.0,50.0
Huawei,500.0,8.0,256,4500.0,50.0
Huawei,590.0,12.0,512,4500.0,50.0
Huawei,230.0,8.0,128,7000.0,50.0
Huawei,190.0,8.0,128,6000.0,48.0
Huawei,240.0,8.0,128,6000.0,50.0
Huawei,140.0,8.0,128,6000.0,13.0
Huawei,960.0,12.0,256,4520.0,50.0
Huawei,1050.0,16.0,512,5050.0,50.0
Huawei,200.0,8.0,128,5000.0,108.0
Huawei,3500.0,16.0,256,5600.0,50.0
Huawei,960.0,12.0,256,4720.0,50.0
Huawei,600.0,12.0,512,4600.0,50.0
Lenovo,510.0,12.0,256,5000.0,64.0
Lenovo,170.0,2.0,32,5000.0,8.0
Lenovo,200.0,4.0,64,7700.0,13.0
Lenovo,550.0,4.0,128,8600.0,13.0
Lenovo,90.0,4.0,64,5000.0,13.0
Lenovo,100.0,4.0,64,5000.0,48.0
Lenovo,130.0,4.0,64,6000.0,64.0
Lenovo,800.0,12.0,256,5500.0,64.0
Lenovo,880.0,8.0,128,5500.0,64.0
Lenovo,140.0,4.0,64,7700.0,13.0
Lenovo,200.0,6.0,128,7700.0,13.0
Lenovo,320.0,6.0,128,8600.0,13.0
Lenovo,120.0,4.0,128,5000.0,48.0
Lenovo,120.0,2.0,32,3750.0,2.0
Lenovo,320.0,4.0,64,7000.0,8.0
Lenovo,180.0,3.0,32,7000.0,8.0
Lenovo,200.0,2.0,32,5000.0,8.0
Lenovo,100.0,4.0,64,4000.0,13.0
Lenovo,300.0,4.0,64,7700.0,13.0
Lenovo,350.0,4.0,128,7700.0,8.0
Lenovo,90.0,2.0,32,5000.0,13.0
Lenovo,150.0,4.0,64,5000.0,64.0
Lenovo,500.0,6.0,128,7700.0,13.0
Lenovo,520.0,6.0,128,10200.0,13.0
Lenovo,170.0,3.0,32,7700.0,8.0
Lenovo,200.0,4.0,64,5000.0,48.0
Lenovo,570.0,12.0,256,5600.0,64.0
Lenovo,360.0,8.0,128,6550.0,13.0
Lenovo,260.0,3.0,32,7700.0,8.0
Lenovo,170.0,2.0,16,3500.0,8.0
Lenovo,50.0,,4,1700.0,5.0
Lenovo,300.0,3.0,32,9300.0,13.0
Lenovo,180.0,2.0,16,8400.0,8.0
Lenovo,200.0,2.0,16,3000.0,13.0
Lenovo,170.0,2.0,16,4000.0,13.0
Lenovo,250.0,3.0,32,4000.0,16.0
Lenovo,240.0,3.0,32,5100.0,13.0
Lenovo,70.0,1.0,8,2000.0,5.0
Lenovo,80.0,1.0,8,2000.0,5.0
Lenovo,110.0,1.0,16,2300.0,8.0
Lenovo,130.0,2.0,16,2300.0,8.0
Lenovo,450.0,4.0,64,3100.0,13.0
Lenovo,170.0,3.0,16,4250.0,8.0
Lenovo,170.0,2.0,16,4850.0,5.0
Lenovo,200.0,3.0,16,4850.0,8.0
Lenovo,100.0,1.0,8,3450.0,2.0
Lenovo,110.0,1.0,16,3450.0,2.0
Lenovo,240.0,2.0,16,4000.0,13.0
Lenovo,120.0,1.0,8,4290.0,5.0
Lenovo,180.0,2.0,16,7000.0,8.0
Lenovo,150.0,1.0,8,4000.0,8.0
Lenovo,150.0,2.0,8,2900.0,8.0
Lenovo,190.0,2.0,16,2900.0,13.0
Lenovo,300.0,3.0,32,3000.0,16.0
Lenovo,150.0,2.0,16,3000.0,13.0
Lenovo,60.0,,4,1500.0,2.0
Lenovo,110.0,2.0,16,2300.0,8.0
Lenovo,280.0,2.0,8,2150.0,13.0
Lenovo,280.0,2.0,32,4000.0,13.0
Lenovo,70.0,,4,2300.0,5.0
Lenovo,150.0,1.0,4,2000.0,5.0
Lenovo,150.0,1.0,4,2250.0,5.0
Lenovo,130.0,1.0,16,3450.0,5.0
Lenovo,420.0,2.0,16,2000.0,13.0
Lenovo,110.0,,4,2000.0,5.0
Lenovo,80.0,,4,2500.0,15.0
Lenovo,190.0,1.0,16,6000.0,5.0
Lenovo,220.0,1.0,16,9000.0,5.0
Lenovo,480.0,2.0,16,3000.0,13.0
Lenovo,270.0,1.0,8,2000.0,8.0
Lenovo,220.0,1.0,8,3000.0,8.0
Lenovo,140.0,1.0,8,2250.0,8.0
Lenovo,130.0,1.0,8,2500.0,5.0
Lenovo,170.0,1.0,8,3000.0,8.0
Lenovo,200.0,1.0,16,2000.0,13.0
Lenovo,250.0,2.0,16,4000.0,8.0
Lenovo,330.0,1.0,16,7400.0,5.0
Lenovo,190.0,1.0,16,1900.0,8.0
Lenovo,370.0,1.0,8,1500.0,8.0
Lenovo,140.0,,4,2500.0,5.0
Lenovo,290.0,1.0,8,2250.0,8.0
Lenovo,190.0,,4,1500.0,5.0
Lenovo,280.0,,4,2250.0,5.0
Lenovo,180.0,,4,2000.0,5.0
Lenovo,140.0,1.0,4,3500.0,5.0
Lenovo,230.0,,4,2000.0,8.0
Lenovo,150.0,,4,2000.0,5.0
Lenovo,120.0,,4,2000.0,5.0
Lenovo,110.0,1.0,4,2000.0,8.0
Lenovo,140.0,1.0,4,2250.0,8.0
Lenovo,150.0,1.0,16,3550.0,15.0
Lenovo,230.0,1.0,4,2250.0,8.0
Lenovo,360.0,2.0,16,2500.0,13.0
Lenovo,180.0,1.0,16,3500.0,5.0
Lenovo,220.0,1.0,16,6350.0,5.0
Lenovo,300.0,1.0,32,6350.0,5.0
Lenovo,250.0,1.0,4,2250.0,8.0
Lenovo,70.0,,4,1500.0,2.0
Lenovo,70.0,,4,1500.0,5.0
Lenovo,230.0,1.0,4,2000.0,12.0
Lenovo,190.0,1.0,4,4000.0,8.0
Lenovo,260.0,2.0,16,9000.0,8.0
Lenovo,80.0,1.0,8,3500.0,2.0
Lenovo,120.0,1.0,8,3450.0,5.0
Lenovo,140.0,1.0,8,4200.0,5.0
Lenovo,190.0,1.0,16,6340.0,5.0
Lenovo,100.0,1.0,8,2000.0,5.0
Lenovo,90.0,1.0,4,2000.0,5.0
Lenovo,50.0,,4,1300.0,2.0
Lenovo,110.0,1.0,4,2000.0,5.0
Lenovo,120.0,1.0,8,2500.0,8.0
Lenovo,150.0,1.0,4,2000.0,8.0
Lenovo,180.0,1.0,8,3000.0,8.0
Lenovo,150.0,1.0,8,2000.0,13.0
Lenovo,150.0,2.0,16,2500.0,13.0
Lenovo,430.0,3.0,32,4000.0,16.0
Lenovo,160.0,1.0,4,2500.0,5.0
Lenovo,430.0,2.0,32,3000.0,13.0
Lenovo,270.0,2.0,32,2300.0,13.0
Lenovo,150.0,2.0,16,4290.0,8.0
Lenovo,230.0,2.0,16,6400.0,8.0
Lenovo,300.0,2.0,16,9600.0,8.0
Lenovo,410.0,2.0,32,9600.0,8.0
Lenovo,120.0,1.0,8,2000.0,8.0
Lenovo,260.0,1.0,16,2300.0,13.0
